number;group;p1;p2;p3;extra;final_type;ekp35;scenario;main_service;notify_count;notify_services
5160200;;Мост;Элементы конструкции;;;Обрушение мост элементы;Обрушение элементов моста или моста;MCHS;Обрушение конструкций;31;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | Канал имени Москвы | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
5170100;;Эстакада;Весь объект;;;Обрушение эстакада;Обрушение элементов эстакады или эстакады;MCHS;Обрушение конструкций;33;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
5170200;;Эстакада;Элементы конструкции;;;Обрушение эстакада элементы;Обрушение элементов эстакады или эстакады;MCHS;Обрушение конструкций;30;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
5180000;;Подземный/наземный переход тоннель;;;Весь объект / Элементы конструкции;Обрушение подземный/наземный переход тоннель;Обрушение элементов транспортных коммуникаций;MCHS;Обрушение элементов транспортных коммуникаций;33;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор ФСБ | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | Мосводоканал | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
5190000;;Мачта освещения ЛЭП;;;Весь объект / Элементы конструкции;Обрушение ЛЭП;Обрушение конструкций;MCHS;Обрушение конструкций;27;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | Мосводоканал | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
5200100;;Котлован;Весь объект;;;Обрушение котлован;Происшествие на стройке: обрушения котлована;MCHS;Происшествие на стройке: обрушения котлована;29;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ГКУ Организатор перевозок | Депортамент гражданского строительства
5200200;;Котлован;Элементы конструкции;;;Обрушение котлован элементы;Обрушение котлована;MCHS;Происшествие на стройке: обрушения котлована;29;Классификатор МЧС | Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ГКУ Организатор перевозок | Депортамент гражданского строительства
5210000;;Строительные леса;;;Весь объект / Элементы конструкции;Обрушение строительные леса;"Происшествие на стройке: обрушение ""лесов""";MCHS;"Происшествие на стройке: обрушение ""лесов""";27;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ГКУ Организатор перевозок | Депортамент гражданского строительства
5220000;;Башенный кран;;;Весь объект / Элементы конструкции;Падение башенного крана;Происшествие на стройке: падение крана;MCHS;Происшествие на стройке: падение крана;27;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ГКУ Организатор перевозок | Депортамент гражданского строительства
5230100;;Прочие объекты;Весь объект;;;Обрушение прочее;Обрушение;MCHS;Обрушение наземных элементов зданий;34;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мосводоканал | МОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
5230200;;Прочие объекты;Элементы конструкции здания;;;Обрушение прочее элементы;Обрушение наземных элементов зданий;MCHS;Обрушение наземных элементов зданий;32;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | Мосводоканал | ОЭК | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | ДТУ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Мосжилинспекция | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6010100;Угрозы обрушений;Аэропорт;Объект имеет только трещину, которая появилась некоторе время назад. Других признаков обрушения нет.;;;Аэропорт угроза обрушения (трещины в зданиях);Угроза обрушения - трещина в зданиях;MCHS;Угроза обрушения - трещина в зданиях;20;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО
6010200;;Аэропорт;Нарушение целостности конструкций объекта происходит в текущее время (например, один большой кусок штукатурки упал, падают другие), при наличие вибрации - от метро или стройки рядом;;;Аэропорт угроза обрушения;Угроза обрушения;MCHS;Угроза обрушения;20;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО
6020100;;Вокзал жд платформа жд;Объект имеет только трещину, которая появилась некоторе время назад. Других признаков обрушения нет.;;;Вокзал платформа жд угроза обрушения (трещины в зданиях);Угроза обрушения - трещина в зданиях;MCHS;Угроза обрушения - трещина в зданиях;21;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | РЖД (МосковскаяЖД) | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО
6020200;;Вокзал жд платформа жд;Нарушение целостности конструкций объекта происходит в текущее время (например, один большой кусок штукатурки упал, падают другие), при наличие вибрации - от метро или стройки рядом;;;Вокзал платформа жд угроза обрушения;Угроза обрушения;MCHS;Угроза обрушения;25;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ЦОДД | Аппарат МЭРА | РЖД (МосковскаяЖД) | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны
6030000;;МЦК станция тоннель эскалатор переход;Трещина нарушение целостности конструкций вибрация;;;МЦК угроза обрушения (трещины в зданиях, конструкциях);Угроза обрушения;MCHS;Угроза обрушения;27;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | МГТС | Метро | ЦОДД | Аппарат МЭРА | РЖД (МосковскаяЖД) | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6040000;;Метро (станция, тоннель, эскалатор, переход);Трещина нарушение целостности конструкций вибрация;;;Метро угроза обрушения (трещины в зданиях, конструкциях);Угроза обрушения;MCHS;Угроза обрушения;27;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | МГТС | Метро | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6050100;;Дом частный;Объект имеет только трещину, которая появилась некоторе время назад. Других признаков обрушения нет.;;;Дом частный угроза обрушения (трещины в зданиях);Угроза обрушения - трещина в зданиях;MCHS;Угроза обрушения - трещина в зданиях;21;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
6050200;;Дом частный;Нарушение целостности конструкций объекта происходит в текущее время (например, один большой кусок штукатурки упал, падают другие), при наличие вибрации - от метро или стройки рядом;;;Дом частный угроза обрушения;Угроза обрушения;MCHS;Угроза обрушения;19;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
6060100;;Дом многоквартирный;Объект имеет только трещину, которая появилась некоторе время назад. Других признаков обрушения нет.;;;Дом многоквартирный угроза обрушения (трещины в зданиях);Угроза обрушения - трещина в зданиях;MCHS;Угроза обрушения - трещина в зданиях;26;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Мосжилинспекция | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6060200;;Дом многоквартирный;Нарушение целостности конструкций объекта происходит в текущее время (например, один большой кусок штукатурки упал, падают другие), при наличие вибрации - от метро или стройки рядом;;;Дом многоквартирный угроза обрушения;Угроза обрушения;MCHS;Угроза обрушения;29;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Мосжилинспекция | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6070100;;Общественное место административное здание;Объект имеет только трещину, которая появилась некоторе время назад. Других признаков обрушения нет.;;;Общественное административное здание угроза обрушения (трещины в зданиях);Угроза обрушения - трещина в зданиях;MCHS;Угроза обрушения - трещина в зданиях;22;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | Депортамент гражданского строительства
6070200;;Общественное место административное здание;Нарушение целостности конструкций объекта происходит в текущее время (например, один большой кусок штукатурки упал, падают другие), при наличие вибрации - от метро или стройки рядом;;;Общественное административное здание угроза обрушения;Угроза обрушения;MCHS;Угроза обрушения;26;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6080100;;Учебное заведение;Объект имеет только трещину, которая появилась некоторе время назад. Других признаков обрушения нет.;;;Учебное заведение  угроза обрушения (трещины в зданиях);Угроза обрушения - трещина в зданиях;MCHS;Угроза обрушения - трещина в зданиях;23;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6080200;;Учебное заведение;Нарушение целостности конструкций объекта происходит в текущее время (например, один большой кусок штукатурки упал, падают другие), при наличие вибрации - от метро или стройки рядом;;;Учебное заведение  угроза обрушения;Угроза обрушения;MCHS;Угроза обрушения;23;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6090100;;Лечебное заведение;Объект имеет только трещину, которая появилась некоторе время назад. Других признаков обрушения нет.;;;Лечебное заведение  угроза обрушения (трещины в зданиях);Угроза обрушения - трещина в зданиях;MCHS;Угроза обрушения - трещина в зданиях;23;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6090200;;Лечебное заведение;Нарушение целостности конструкций объекта происходит в текущее время (например, один большой кусок штукатурки упал, падают другие), при наличие вибрации - от метро или стройки рядом;;;Лечебное заведение  угроза обрушения;Угроза обрушения;MCHS;Угроза обрушения;26;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6100100;;Опасный объект производство;Объект имеет только трещину, которая появилась некоторе время назад. Других признаков обрушения нет.;;;Опасный объект  угроза обрушения (трщина в зданиях);Угроза обрушения - трещина в зданиях;MCHS;Угроза обрушения - трещина в зданиях;27;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | МОЭК | ЦОДД | Аппарат МЭРА | ДТУ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Министерство обороны РХБЗ | Министерство обороны РХБЗ | ООО Ситиэнерго
6100200;;Опасный объект производство;Нарушение целостности конструкций объекта происходит в текущее время (например, один большой кусок штукатурки упал, падают другие), при наличие вибрации - от метро или стройки рядом;;;Опасный объект  угроза обрушения;Угроза обрушения;MCHS;Угроза обрушения;31;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ЦОДД | Аппарат МЭРА | ДТУ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Министерство обороны РХБЗ | Министерство обороны РХБЗ | ООО Ситиэнерго
6110000;;Газопровод газохранилищ;;;;Газопровод  угроза обрушения (нарушение конструкций);Угроза обрушения;MCHS;Угроза обрушения;26;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Классификатор Мособлгаз | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок | ООО Ситиэнерго
6120000;;Нефтепровод нефтехранилище;;;;Нефтепровод  угроза обрушения (нарушение конструкций);Угроза обрушения;MCHS;Угроза обрушения;21;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
6130000;;Коммуникации подземные наземные;;;;Коммуникации подземные наземные  угроза обрушения  (нарушение конструкций);Угроза обрушения;MCHS;Угроза обрушения;27;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ЦОДД | Аппарат МЭРА | Москоллектор | Мосводосток | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок
6140000;;Гидросооружения;;;;Гидросооружение  угроза обрушения (нарушение конструкций);Угроза обрушения;MCHS;Угроза обрушения;26;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Канал имени Москвы | МГТС | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
6150100;;Мост эстакада подземный/наземный переход тоннель;Трещина нарушение целостности конструкций вибрация;;;Мост эстакада тоннель подземный переход угроза обрушения  (нарушение конструкций);Угроза обрушения;MCHS;Угроза обрушения;30;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ЦОДД | Аппарат МЭРА | Москоллектор | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6150200;;Мост эстакада подземный/наземный переход тоннель;Трещина нарушение целостности конструкций вибрация - сообщение от специалиста (официального лица);;;Мост эстакада тоннель подземный переход угроза обрушения  вызов ОТ СПЕЦИАЛИСТА;Угроза обрушения;MCHS;Угроза обрушения;29;Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ЦОДД | Аппарат МЭРА | Москоллектор | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
6160000;;Мачта освещения ЛЭП;;;;ЛЭП мачта освещение угроза обрушения;Угроза обрушения;MCHS;Угроза обрушения;26;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | МГТС | ОЭК | ЦОДД | Аппарат МЭРА | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
6170100;;Котлован;Ограждение нарушение повреждение;;;Котлован повреждение ограждения;Нарушение ограждений котлована;;;23;Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | Аппарат МЭРА | ОАТИ | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ГКУ Организатор перевозок | Депортамент гражданского строительства
